,precipitation,temp_max,temp_min,wind,weather,Predictions
600,0.0,25.0,16.1,4.1,sun,2
601,0.0,25.0,16.7,2.7,sun,2
602,0.3,22.2,16.1,2.6,rain,2
603,1.0,24.4,16.1,1.9,rain,2
604,1.3,26.7,17.2,1.4,rain,2
605,5.6,26.7,15.6,1.3,rain,2
606,19.3,23.9,18.3,3.0,rain,4
607,0.0,26.1,16.1,2.9,sun,2
608,0.0,27.8,13.9,2.6,sun,2
609,0.0,27.8,15.6,2.5,sun,2
610,0.0,27.8,17.2,2.1,sun,2
611,2.3,25.0,16.7,1.7,rain,2
612,0.3,22.8,16.1,2.4,rain,2
613,27.7,20.0,15.6,2.5,rain,3
614,21.3,21.7,16.1,2.6,rain,4
615,0.0,23.3,17.2,2.0,sun,2
616,0.0,26.7,14.4,1.5,fog,2
617,0.0,26.1,13.9,2.1,sun,2
618,0.0,26.7,15.0,3.7,sun,2
619,0.0,33.9,16.1,2.4,sun,2
620,0.0,25.6,15.0,1.7,sun,2
621,0.0,18.9,15.6,2.0,sun,2
622,0.0,21.7,15.6,1.4,fog,2
623,3.3,18.9,14.4,2.2,rain,1
624,0.3,21.7,15.0,4.3,rain,2
625,0.0,17.8,13.9,2.3,sun,1
626,0.0,21.1,13.3,2.5,sun,2
627,0.0,25.6,10.0,1.5,sun,2
628,3.6,23.3,13.3,3.0,rain,2
629,0.0,21.1,13.3,2.5,sun,2
630,13.5,17.2,13.3,5.5,rain,4
631,2.8,16.1,11.1,4.5,rain,1
632,0.0,17.8,10.0,2.6,sun,1
633,2.0,16.1,9.4,3.0,rain,1
634,0.0,17.2,7.2,2.2,sun,1
635,1.0,13.9,10.6,4.3,rain,1
636,43.4,16.7,11.7,6.0,rain,3
637,16.8,14.4,11.1,7.1,rain,4
638,18.5,13.9,10.0,6.3,rain,4
639,7.9,14.4,8.9,4.7,rain,4
640,5.3,12.8,9.4,2.4,rain,1
641,0.8,14.4,8.9,0.9,rain,1
642,0.0,17.8,5.6,1.1,sun,1
643,0.0,20.0,8.3,1.6,sun,1
644,4.1,22.8,7.8,2.6,rain,1
645,0.5,16.1,11.7,6.3,rain,1
646,6.9,13.9,7.8,3.0,rain,1
647,0.0,15.0,5.6,1.6,sun,1
648,1.0,14.4,8.3,1.7,rain,1
649,9.1,13.9,10.6,1.0,rain,4
650,1.0,14.4,8.9,2.2,rain,1
651,0.0,15.0,6.7,1.8,fog,1
652,0.0,15.6,3.9,1.6,sun,1
653,0.0,15.6,5.0,0.9,sun,1
654,0.0,12.8,8.9,2.7,fog,1
655,0.0,14.4,8.9,1.7,fog,1
656,0.0,12.8,7.2,1.2,sun,1
657,0.0,10.6,7.8,1.4,sun,1
658,0.0,10.6,7.8,2.4,sun,1
659,0.0,11.7,8.3,2.5,sun,1
660,0.0,14.4,7.2,1.9,sun,1
661,0.0,12.8,6.1,0.4,sun,1
662,0.0,10.0,6.1,0.6,sun,0
663,0.0,12.2,7.8,1.8,sun,1
664,0.0,11.7,8.3,2.7,sun,1
665,1.8,13.9,8.3,4.4,rain,1
666,0.0,14.4,7.2,5.1,sun,1
667,0.0,13.3,3.3,2.2,sun,0
668,0.5,15.0,5.6,3.9,rain,1
669,0.3,14.4,10.6,2.2,rain,1
670,1.3,17.8,11.7,1.4,rain,1
671,12.7,14.4,8.3,7.9,rain,4
672,0.5,12.2,4.4,2.4,rain,0
673,0.0,10.6,3.9,1.6,drizzle,0
674,2.5,13.3,7.2,3.1,rain,1
675,3.8,12.8,7.8,1.7,rain,1
676,30.0,11.1,10.0,7.2,rain,3
677,0.0,13.3,7.2,4.1,sun,1
678,1.8,11.1,5.0,1.4,rain,0
679,0.0,11.1,8.3,4.4,sun,1
680,0.0,16.1,6.1,2.6,fog,1
681,4.1,15.6,8.9,2.2,rain,1
682,0.0,13.9,10.6,3.8,sun,1
683,1.3,11.1,6.1,1.1,rain,0
684,3.0,10.6,7.2,6.0,rain,0
685,0.0,10.0,5.0,4.6,sun,0
686,5.3,11.7,7.2,5.4,rain,1
687,26.2,12.8,9.4,3.9,rain,3
688,1.0,13.3,4.4,5.1,rain,1
689,0.0,7.8,1.7,4.3,sun,0
690,0.0,7.8,-0.5,3.6,sun,0
691,0.0,9.4,0.0,4.6,sun,0
692,0.0,11.1,1.1,2.6,sun,0
693,0.0,11.7,0.6,0.9,fog,0
694,0.0,12.2,2.2,0.5,sun,0
695,0.0,12.2,2.8,1.0,sun,0
696,0.0,14.4,5.6,1.3,sun,1
697,0.0,11.7,3.3,0.7,sun,0
698,0.5,9.4,5.0,2.1,rain,0
699,2.3,11.1,7.2,3.9,rain,1
700,3.0,13.3,7.8,8.8,rain,1
701,4.6,7.8,1.7,3.5,rain,0
702,0.0,5.0,-0.5,5.6,sun,0
703,0.0,4.4,-2.1,1.6,sun,0
704,0.0,1.1,-4.9,2.6,sun,0
705,0.0,1.1,-4.3,4.7,sun,0
706,0.0,0.0,-7.1,3.1,sun,0
707,0.0,2.2,-6.6,2.2,sun,0
708,0.0,1.1,-4.9,1.3,sun,0
709,0.0,5.6,0.6,1.5,sun,0
710,0.0,5.0,-1.6,0.8,sun,0
711,6.9,5.6,-0.5,2.3,rain,0
712,0.5,9.4,5.6,2.9,rain,0
713,0.0,9.4,6.1,3.7,sun,0
714,1.3,11.7,8.3,3.9,rain,1
715,0.3,10.0,4.4,1.0,rain,0
716,0.0,8.3,4.4,2.7,sun,0
717,1.3,7.8,2.2,2.8,rain,0
718,0.0,5.0,0.0,2.1,sun,0
719,5.6,8.3,0.6,3.7,snow,0
720,5.6,8.9,5.6,2.3,rain,0
721,10.7,10.6,8.3,4.0,rain,4
722,1.5,11.7,6.1,5.9,rain,1
723,0.0,8.3,2.8,1.7,sun,0
724,0.0,6.7,1.7,0.8,sun,0
725,0.0,6.7,0.6,0.5,sun,0
726,0.3,8.9,0.0,2.1,rain,0
727,0.0,9.4,3.3,1.3,sun,0
728,0.0,7.2,1.7,1.1,sun,0
729,0.3,8.9,4.4,2.6,rain,0
730,0.5,8.3,5.0,1.7,rain,0
731,0.0,7.2,3.3,1.2,sun,0
732,4.1,10.6,6.1,3.2,rain,0
733,1.5,8.9,2.8,2.6,rain,0
734,0.0,7.8,0.6,2.7,fog,0
735,0.0,8.3,-0.5,3.7,sun,0
736,0.3,7.8,-0.5,2.6,rain,0
737,12.2,8.3,5.0,1.6,rain,4
738,9.7,10.0,7.2,4.6,rain,4
739,5.8,9.4,5.6,6.3,rain,0
740,4.3,12.8,8.3,7.0,rain,1
741,21.3,14.4,7.2,8.8,rain,4
742,1.5,11.1,5.6,8.1,rain,0
743,0.0,10.6,10.0,7.1,sun,1
744,0.0,11.1,7.2,1.3,sun,1
745,0.0,11.1,5.6,2.5,sun,0
746,0.0,6.7,4.4,2.7,sun,0
747,0.0,5.6,2.8,2.3,sun,0
748,0.0,9.4,0.6,2.2,sun,0
749,0.0,6.1,3.3,2.5,sun,0
750,0.0,10.0,2.8,2.2,sun,0
751,0.0,10.0,1.7,1.5,sun,0
752,0.5,9.4,5.6,2.6,rain,0
753,0.0,10.0,2.8,5.2,fog,0
754,0.0,12.8,1.1,1.9,sun,0
755,0.0,12.2,1.1,0.8,sun,0
756,0.0,8.3,0.6,1.3,sun,0
757,0.0,9.4,1.7,1.3,sun,0
758,8.9,11.1,6.1,1.6,rain,4
759,21.6,11.1,7.2,3.4,rain,4
760,0.0,8.3,6.1,6.4,sun,0
761,2.3,7.8,5.6,2.6,rain,0
762,2.0,7.8,2.8,0.8,rain,0
763,0.0,8.9,1.1,2.5,sun,0
764,0.0,5.0,0.0,4.3,sun,0
765,0.0,2.8,-2.1,4.7,sun,0
766,0.0,-0.5,-5.5,6.6,sun,0
767,0.0,-1.6,-6.0,4.5,sun,0
768,0.0,3.3,-4.9,4.2,sun,0
769,5.1,5.6,-0.5,4.6,snow,0
770,0.5,3.9,0.0,2.4,rain,0
771,18.3,10.0,2.2,4.7,rain,4
772,17.0,12.2,5.6,3.8,rain,4
773,4.6,12.2,7.2,6.4,rain,1
774,1.8,12.8,7.8,6.3,rain,1
775,9.4,11.7,6.1,6.4,rain,4
776,11.7,11.1,5.0,5.1,rain,4
777,26.4,9.4,3.9,7.9,rain,3
778,14.5,8.3,4.4,5.5,rain,4
779,15.2,8.9,5.0,6.2,rain,4
780,1.0,8.3,3.9,6.0,rain,0
781,3.0,10.0,5.6,6.9,rain,0
782,2.8,6.7,3.9,2.9,rain,0
783,2.5,5.6,2.8,3.1,rain,0
784,6.1,7.2,3.9,2.6,rain,0
785,13.0,6.7,3.3,3.2,rain,4
786,0.3,12.2,3.9,4.5,rain,0
787,0.0,13.9,5.6,2.5,sun,1
788,0.0,12.8,4.4,2.3,sun,0
789,0.0,14.4,4.4,5.9,sun,1
790,0.5,7.2,4.4,4.7,rain,0
791,19.1,11.1,2.8,5.7,rain,4
792,10.7,14.4,8.9,5.1,rain,4
793,16.5,13.9,7.8,3.9,rain,4
794,46.7,15.6,10.6,3.9,rain,3
795,3.0,13.3,10.0,6.2,rain,1
796,0.0,15.6,8.9,4.2,sun,1
797,32.3,12.8,6.7,2.7,rain,3
798,4.3,15.0,9.4,4.3,rain,1
799,18.8,12.2,6.1,2.2,rain,4
800,0.0,14.4,4.4,2.3,fog,1
801,0.0,16.1,3.3,1.9,fog,1
802,0.5,13.9,5.0,2.5,rain,1
803,6.9,14.4,8.3,6.1,rain,1
804,8.1,16.7,4.4,3.0,rain,4
805,27.7,10.6,4.4,3.8,rain,3
806,0.3,10.0,2.8,3.2,rain,0
807,0.0,10.0,3.3,1.6,sun,0
808,0.5,11.1,3.3,5.1,rain,0
809,0.0,11.1,1.7,3.0,sun,0
810,0.0,10.6,2.8,3.8,sun,0
811,0.0,11.1,1.1,1.8,sun,0
812,0.0,12.8,4.4,3.3,sun,0
813,0.0,18.9,2.8,2.2,sun,1
814,4.1,13.9,6.7,4.4,rain,1
815,3.6,11.1,5.6,2.4,rain,0
816,0.3,12.2,6.7,2.8,rain,1
817,22.1,11.7,7.2,3.9,rain,4
818,14.0,11.7,7.2,5.1,rain,4
819,0.0,11.1,5.0,5.1,sun,0
820,0.0,15.6,2.2,3.8,sun,1
821,0.0,14.4,6.7,2.8,sun,1
822,0.0,14.4,5.6,4.2,sun,1
823,2.5,13.3,6.1,3.9,rain,1
824,0.0,12.8,6.1,4.7,sun,1
825,4.6,11.7,7.8,4.3,rain,1
826,0.0,13.9,8.3,2.6,sun,1
827,0.0,21.1,9.4,2.5,sun,1
828,4.6,15.6,8.3,4.2,rain,1
829,0.0,14.4,6.7,2.9,sun,1
830,0.0,15.0,6.7,3.6,sun,1
831,0.0,17.2,5.0,2.8,sun,1
832,0.0,16.1,7.8,4.4,sun,1
833,0.0,20.6,5.6,3.1,sun,1
834,0.0,20.0,5.6,2.6,sun,1
835,0.5,14.4,7.8,4.0,rain,1
836,10.9,11.1,8.9,4.6,rain,4
837,18.5,11.7,7.2,4.7,rain,4
838,0.0,14.4,5.6,3.8,sun,1
839,13.7,11.7,5.6,4.7,rain,4
840,0.0,15.6,5.6,2.7,sun,1
841,5.1,17.2,7.8,2.5,rain,1
842,14.2,12.2,5.0,4.2,rain,4
843,8.9,11.7,6.1,5.0,rain,4
844,12.4,13.9,6.1,5.3,rain,4
845,0.0,14.4,5.6,2.3,sun,1
846,3.3,15.0,5.6,3.9,rain,1
847,6.9,11.1,6.1,5.8,rain,4
848,0.0,16.1,4.4,2.6,sun,1
849,0.0,25.0,9.4,2.3,sun,2
850,0.0,27.8,9.4,3.9,sun,2
851,0.0,29.4,11.1,3.0,sun,2
852,0.0,18.3,10.6,4.7,sun,1
853,33.3,15.0,8.9,3.4,rain,3
854,16.0,14.4,8.9,4.2,rain,4
855,5.1,15.6,9.4,3.8,rain,1
856,0.0,16.7,8.3,2.6,sun,1
857,0.0,18.3,7.2,1.7,sun,1
858,13.7,13.9,9.4,3.4,rain,4
859,2.0,13.3,7.2,5.6,rain,1
860,0.5,15.6,7.2,2.1,rain,1
861,0.0,18.9,8.3,1.7,sun,1
862,0.0,24.4,9.4,2.7,sun,2
863,0.0,26.7,12.8,3.8,sun,2
864,0.0,27.8,13.3,3.3,sun,2
865,0.0,26.7,12.8,3.0,sun,2
866,0.0,20.0,11.7,4.1,sun,1
867,0.0,20.0,11.7,3.2,sun,1
868,0.0,20.0,10.6,3.2,sun,1
869,0.0,21.1,10.0,2.2,sun,1
870,0.0,22.2,10.0,2.7,sun,2
871,0.0,20.0,10.6,1.7,sun,1
872,0.0,24.4,11.7,2.5,sun,2
873,3.8,20.0,12.8,4.0,rain,1
874,0.0,18.3,11.1,2.4,sun,1
875,5.6,15.0,10.6,1.4,rain,1
876,0.0,18.3,11.1,4.5,sun,1
877,0.0,20.0,10.0,2.5,sun,1
878,0.0,18.9,10.0,3.4,sun,1
879,0.0,18.9,11.1,4.3,sun,1
880,0.0,20.6,8.9,4.5,sun,1
881,0.0,23.3,10.0,2.2,sun,2
882,0.0,22.2,10.6,2.3,sun,2
883,0.0,23.3,11.1,2.4,sun,2
884,0.0,18.3,11.1,3.2,sun,1
885,0.0,19.4,10.0,2.6,sun,1
886,0.0,22.2,10.0,2.4,sun,2
887,0.0,25.0,10.6,3.2,sun,2
888,0.0,24.4,13.3,3.1,sun,2
889,0.0,23.3,12.2,2.1,sun,2
890,0.0,21.1,13.3,3.6,sun,2
891,0.0,20.0,12.2,2.9,sun,1
892,0.0,23.9,11.1,2.7,sun,2
893,1.8,21.7,12.2,4.0,rain,2
894,6.4,15.6,11.1,5.0,rain,1
895,0.0,17.8,11.7,3.2,sun,1
896,0.5,18.3,10.0,3.6,rain,1
897,3.6,17.8,8.9,2.4,rain,1
898,1.3,17.8,10.0,3.0,rain,1
899,0.0,18.9,11.1,2.7,sun,1
900,0.8,25.6,11.7,3.7,rain,2
901,0.3,20.0,10.0,3.4,rain,1
902,0.0,22.2,10.6,3.6,sun,2
903,0.0,25.0,11.1,2.7,sun,2
904,0.0,25.0,13.3,2.5,sun,2
905,0.0,24.4,14.4,2.5,sun,2
906,0.0,26.1,13.9,2.4,sun,2
907,0.0,21.1,14.4,4.1,sun,2
908,1.8,21.1,13.9,4.5,rain,2
909,2.3,20.0,13.3,4.3,rain,2
910,0.0,20.6,12.8,3.2,sun,2
911,0.0,25.6,12.8,4.4,sun,2
912,0.0,34.4,15.6,3.5,sun,2
913,0.0,27.2,14.4,3.6,sun,2
914,0.0,21.7,13.9,3.1,sun,2
915,0.0,23.9,13.9,3.6,sun,2
916,0.0,24.4,13.3,2.2,fog,2
917,0.0,28.9,15.0,3.0,sun,2
918,0.0,27.2,17.8,4.1,fog,2
919,0.0,30.0,15.6,3.5,sun,2
920,0.0,26.7,13.9,2.3,sun,2
921,0.0,28.9,12.8,2.2,fog,2
922,0.0,31.1,15.0,2.2,sun,2
923,0.0,32.2,16.7,2.2,sun,2
924,0.0,29.4,15.0,2.6,sun,2
925,0.0,27.8,15.0,2.8,sun,2
926,0.0,31.1,13.9,2.3,sun,2
927,0.0,31.1,14.4,2.4,sun,2
928,0.0,26.7,13.9,3.7,sun,2
929,0.0,23.9,11.7,2.8,sun,2
930,0.0,25.6,15.0,5.4,fog,2
931,0.0,19.4,14.4,2.8,sun,2
932,0.0,23.9,13.3,2.2,sun,2
933,0.3,21.1,13.3,1.1,rain,2
934,19.3,18.9,13.3,3.3,rain,4
935,0.0,20.6,12.8,4.7,sun,2
936,0.0,22.8,12.2,2.7,sun,2
937,0.0,26.1,13.3,3.6,sun,2
938,0.0,28.3,15.0,4.1,sun,2
939,0.0,30.6,15.0,3.7,sun,2
940,0.0,30.0,15.6,2.8,sun,2
941,0.0,29.4,14.4,3.4,sun,2
942,0.0,30.6,17.8,4.1,sun,2
943,0.0,28.9,15.0,3.3,sun,2
944,0.5,29.4,15.6,1.7,rain,2
945,0.0,31.7,14.4,2.6,sun,2
946,0.0,32.8,16.1,2.6,sun,2
947,0.0,25.0,13.9,2.7,sun,2
948,0.0,26.1,15.0,2.2,fog,2
949,0.0,25.6,13.3,2.4,fog,2
950,0.0,25.6,13.3,2.9,sun,2
951,0.0,27.2,15.6,4.1,sun,2
952,0.0,30.6,13.9,3.4,sun,2
953,0.5,35.6,17.8,2.6,rain,2
954,12.7,27.2,17.2,3.1,rain,2
955,21.6,23.3,15.0,2.7,rain,4
956,0.0,21.1,17.2,0.6,sun,2
957,1.0,24.4,16.7,1.5,rain,2
958,0.0,25.6,15.6,2.2,sun,2
959,0.0,27.8,15.0,2.8,sun,2
960,0.0,29.4,15.6,3.3,sun,2
961,0.0,27.2,15.6,2.4,sun,2
962,0.0,21.7,13.9,3.6,sun,2
963,0.0,21.1,11.1,1.7,sun,2
964,0.0,23.9,13.3,2.9,sun,2
965,0.0,27.8,13.9,2.0,sun,2
966,0.0,25.0,13.3,2.3,sun,2
967,0.0,28.9,14.4,2.0,sun,2
968,0.0,31.1,15.6,1.8,sun,2
969,0.0,28.9,16.1,1.6,sun,2
970,0.0,23.3,14.4,2.3,sun,2
971,0.0,22.8,15.0,3.4,sun,2
972,8.4,17.8,15.0,2.2,rain,1
973,1.3,21.1,13.9,1.9,rain,2
974,0.0,23.3,12.8,2.5,sun,2
975,3.0,20.0,13.9,4.3,rain,2
976,0.0,20.6,12.8,2.7,sun,2
977,0.0,23.9,11.1,3.1,fog,2
978,0.0,27.8,13.9,6.5,fog,2
979,0.0,32.2,15.0,2.9,sun,2
980,0.0,28.3,13.3,2.1,sun,2
981,0.0,21.1,13.3,2.8,sun,2
982,0.0,21.7,13.3,2.3,sun,2
983,0.0,22.2,12.2,3.9,sun,2
984,0.0,24.4,12.8,5.3,sun,2
985,0.0,24.4,12.8,5.9,sun,2
986,0.0,28.3,10.0,4.2,sun,2
987,0.0,30.0,11.7,1.8,sun,2
988,0.0,30.6,12.2,1.2,sun,2
989,0.0,22.2,13.9,2.8,sun,2
990,0.5,22.8,14.4,2.3,rain,2
991,0.3,19.4,15.0,3.1,rain,2
992,0.0,23.9,16.1,2.8,sun,2
993,0.0,24.4,14.4,4.4,fog,2
994,0.0,26.1,12.8,3.0,sun,2
995,0.3,22.2,15.0,2.1,rain,2
996,18.3,18.9,14.4,2.5,rain,4
997,20.3,18.9,14.4,2.7,rain,4
998,4.3,21.7,14.4,2.5,rain,2
999,8.9,20.0,13.9,3.3,rain,1
1000,0.0,20.6,11.7,3.2,fog,2
1001,0.0,18.9,12.2,2.0,fog,1
1002,0.8,16.7,11.1,3.5,rain,1
1003,0.0,19.4,12.2,2.6,sun,1
1004,0.0,18.3,11.1,2.1,sun,1
1005,0.0,19.4,10.0,2.0,sun,1
1006,0.0,22.2,8.9,1.0,sun,2
1007,0.0,21.7,12.2,1.2,sun,2
1008,0.0,23.9,11.7,1.4,fog,2
1009,0.0,25.6,13.3,2.5,fog,2
1010,0.0,18.9,13.9,1.0,fog,1
1011,0.0,20.6,12.8,1.8,fog,2
1012,0.0,17.2,11.1,1.0,fog,1
1013,0.3,18.3,10.0,3.8,rain,1
1014,7.4,18.3,11.7,3.5,rain,1
1015,0.0,17.8,11.7,2.1,sun,1
1016,7.6,21.1,10.0,3.1,rain,1
1017,7.1,16.7,11.7,2.2,rain,1
1018,8.6,16.1,11.7,4.7,rain,4
1019,0.0,20.6,11.1,3.3,sun,1
1020,3.3,16.7,11.7,3.0,rain,1
1021,15.0,19.4,13.9,1.9,rain,4
1022,0.0,22.2,12.8,3.2,sun,2
1023,11.7,16.1,12.2,3.1,rain,4
1024,1.0,16.1,11.7,4.7,rain,1
1025,32.0,15.6,11.7,5.0,rain,3
1026,9.4,14.4,8.3,4.6,rain,4
1027,4.1,14.4,8.9,3.2,rain,1
1028,6.1,16.7,8.3,5.4,rain,1
1029,1.5,12.8,7.8,5.0,rain,1
1030,0.8,15.6,6.7,2.4,rain,1
1031,12.7,15.0,9.4,3.9,rain,4
1032,0.5,16.7,11.7,3.1,rain,1
1033,25.4,15.6,11.1,3.2,rain,3
1034,17.0,12.8,8.3,2.0,rain,4
1035,0.0,11.1,7.2,1.2,fog,1
1036,1.8,13.3,7.2,2.9,rain,1
1037,10.9,13.9,11.1,4.8,rain,4
1038,4.1,14.4,10.6,3.3,rain,1
1039,4.8,15.0,10.6,2.1,rain,1
1040,4.1,16.7,10.6,6.7,rain,1
1041,0.0,14.4,7.2,2.3,sun,1
1042,0.0,12.8,3.9,0.8,fog,0
1043,5.1,13.3,7.8,3.0,rain,1
1044,0.0,11.1,5.6,3.9,sun,0
1045,0.0,7.8,1.1,7.7,sun,0
1046,0.0,6.7,0.0,7.6,sun,0
1047,0.0,7.2,0.6,4.7,sun,0
1048,0.0,7.2,-2.1,4.5,sun,0
1049,0.0,8.3,-1.6,4.2,sun,0
1050,0.0,9.4,-2.1,4.2,sun,0
1051,0.0,10.6,-2.1,1.9,sun,0
1052,0.0,7.2,-0.5,0.9,sun,0
1053,0.0,11.1,2.2,1.9,sun,0
1054,3.6,11.1,5.6,2.1,rain,0
1055,15.2,11.1,8.3,4.7,rain,4
1056,0.5,9.4,6.7,4.7,rain,0
1057,11.9,12.8,5.6,5.1,rain,4
1058,1.3,11.7,4.4,3.8,rain,0
1059,18.3,13.9,9.4,4.5,rain,4
1060,0.3,15.0,12.2,3.9,rain,1
1061,3.3,14.4,11.7,6.6,rain,1
1062,34.3,12.8,3.3,5.8,rain,3
1063,3.6,4.4,-4.3,5.3,snow,0
1064,0.0,2.8,-4.9,4.4,sun,0
1065,0.0,4.4,-3.2,2.2,sun,0
1066,0.0,5.6,-3.2,5.7,fog,0
1067,0.0,10.0,0.0,3.6,sun,0
1068,0.8,8.3,3.9,1.1,rain,0
1069,3.0,12.8,6.7,3.1,rain,1
1070,7.4,11.7,7.8,3.6,rain,4
1071,0.0,14.4,6.1,2.8,sun,1
1072,9.1,14.4,8.9,4.2,rain,4
1073,9.9,16.1,10.6,5.1,rain,4
1074,13.0,18.9,10.0,6.7,rain,4
1075,6.9,14.4,8.3,6.4,rain,1
1076,0.0,11.1,7.2,3.7,sun,1
1077,0.0,10.0,3.9,1.1,fog,0
1078,0.0,12.8,1.7,3.5,fog,0
1079,0.0,12.2,6.7,5.9,sun,1
1080,0.0,10.0,8.3,4.0,sun,1
1081,2.8,8.9,6.1,1.6,rain,0
1082,13.0,9.4,6.7,3.1,rain,4
1083,3.0,11.1,7.2,4.3,rain,1
1084,19.6,12.8,6.7,5.5,rain,4
1085,0.0,12.8,10.0,5.2,sun,1
1086,0.0,10.6,6.1,1.5,sun,0
1087,20.6,12.2,5.0,3.8,rain,4
1088,5.3,7.2,3.9,1.8,rain,0
1089,0.0,7.8,2.8,2.2,fog,0
1090,0.0,5.6,1.7,1.2,fog,0
1091,3.3,9.4,4.4,4.9,rain,0
1092,4.1,6.7,2.8,1.8,rain,0
1093,0.0,6.1,0.6,4.3,fog,0
1094,0.0,3.3,-2.1,3.6,sun,0
1095,0.0,3.3,-2.7,3.0,sun,0
1096,0.0,5.6,-3.2,1.2,sun,0
1097,1.5,5.6,0.0,2.3,rain,0
1098,0.0,5.0,1.7,1.7,fog,0
1099,10.2,10.6,3.3,4.5,rain,4
1100,8.1,12.2,9.4,6.4,rain,4
1101,0.0,12.2,6.1,1.3,fog,1
1102,0.0,7.8,5.6,1.6,fog,0
1103,0.0,7.8,1.7,2.6,fog,0
1104,0.3,10.0,3.3,0.6,rain,0
1105,5.8,7.8,6.1,0.5,rain,0
1106,1.5,9.4,7.2,1.1,rain,0
1107,0.0,11.1,4.4,1.6,fog,0
1108,0.0,9.4,2.8,2.7,fog,0
1109,0.0,6.1,0.6,2.8,fog,0
1110,9.7,7.8,1.1,3.2,rain,4
1111,0.0,11.7,5.6,4.5,fog,0
1112,26.2,13.3,3.3,2.8,rain,3
1113,21.3,13.9,7.2,6.6,rain,4
1114,0.5,10.0,6.1,2.8,rain,0
1115,0.0,10.0,3.3,3.0,fog,0
1116,0.0,7.2,-0.5,1.3,fog,0
1117,0.8,9.4,6.1,1.3,rain,0
1118,5.8,12.2,8.3,2.6,rain,1
1119,0.5,14.4,11.1,3.3,rain,1
1120,0.0,17.2,7.2,1.4,fog,1
1121,0.0,16.1,6.1,2.2,fog,1
1122,0.8,11.1,8.3,2.0,rain,1
1123,0.0,12.2,5.0,1.8,fog,0
1124,0.0,12.2,3.3,2.9,sun,0
1125,0.0,8.3,1.1,0.8,fog,0
1126,0.0,7.2,3.3,1.9,fog,0
1127,1.5,9.4,4.4,2.6,rain,0
1128,7.4,11.1,5.0,4.0,rain,4
1129,1.3,10.0,5.6,1.9,rain,0
1130,8.4,10.6,4.4,1.7,rain,4
1131,26.2,13.3,8.3,4.6,rain,3
1132,17.3,14.4,10.0,4.5,rain,4
1133,23.6,12.2,9.4,4.6,rain,3
1134,3.6,15.0,8.3,3.9,rain,1
1135,6.1,13.3,8.3,2.5,rain,1
1136,0.3,12.8,8.3,4.0,rain,1
1137,0.0,12.8,5.6,1.0,fog,1
1138,1.0,16.7,9.4,2.1,rain,1
1139,0.0,15.6,6.7,1.7,fog,1
1140,0.3,14.4,6.7,2.9,rain,1
1141,0.0,12.2,3.9,4.8,sun,0
1142,0.0,15.0,5.6,6.6,fog,1
1143,0.0,16.1,4.4,4.0,sun,1
1144,0.0,12.2,4.4,2.6,sun,0
1145,4.6,10.6,8.3,2.2,rain,1
1146,0.8,11.1,7.2,0.9,rain,1
1147,0.0,12.2,5.6,4.5,sun,1
1148,0.0,11.7,3.3,4.2,sun,0
1149,0.0,12.8,0.6,1.4,sun,0
1150,0.0,11.1,2.2,1.5,sun,0
1151,4.1,10.0,6.7,1.0,rain,0
1152,9.4,11.7,7.8,1.4,rain,4
1153,18.3,10.0,6.7,4.0,rain,4
1154,0.0,12.2,3.3,5.1,sun,0
1155,0.0,11.1,1.1,2.2,sun,0
1156,0.0,11.1,4.4,4.8,sun,0
1157,0.0,10.6,0.0,2.1,sun,0
1158,0.0,12.8,-0.5,1.8,sun,0
1159,0.0,13.3,2.8,1.3,sun,0
1160,0.0,15.0,3.3,1.4,sun,1
1161,0.0,16.7,3.9,2.7,fog,1
1162,0.0,17.2,3.9,1.7,fog,1
1163,0.0,14.4,4.4,1.8,fog,1
1164,0.8,13.3,5.0,2.6,rain,1
1165,2.5,14.4,8.9,3.1,rain,1
1166,0.0,17.8,9.4,3.2,sun,1
1167,2.0,17.2,7.8,2.2,rain,1
1168,17.0,13.9,9.4,3.8,rain,4
1169,55.9,10.6,6.1,4.2,rain,3
1170,1.0,13.9,6.1,3.0,rain,1
1171,0.8,13.3,4.4,2.6,rain,1
1172,0.0,15.6,7.2,2.5,sun,1
1173,0.0,15.6,8.3,1.9,sun,1
1174,4.1,13.9,8.9,1.9,rain,1
1175,3.8,13.3,8.3,4.7,rain,1
1176,1.0,11.7,6.1,2.3,rain,1
1177,8.1,11.1,5.6,2.8,rain,4
1178,7.6,12.8,6.1,3.9,rain,4
1179,5.1,14.4,7.2,4.4,rain,1
1180,0.0,20.6,10.0,2.2,sun,1
1181,1.0,18.3,8.9,4.0,rain,1
1182,0.0,15.6,9.4,5.7,sun,1
1183,0.0,15.6,8.9,3.0,sun,1
1184,1.8,17.8,10.6,2.9,rain,1
1185,1.0,12.8,6.1,4.2,rain,1
1186,5.1,12.8,5.6,3.2,rain,1
1187,0.0,13.3,5.6,2.4,sun,1
1188,1.5,11.1,5.0,3.6,rain,0
1189,0.0,12.8,3.9,1.7,sun,0
1190,0.0,16.7,2.8,2.4,sun,1
1191,1.0,13.9,6.7,3.5,rain,1
1192,0.5,14.4,6.7,3.9,rain,1
1193,0.0,17.2,6.1,1.7,sun,1
1194,0.0,17.2,6.1,2.3,sun,1
1195,10.9,13.9,7.8,4.6,rain,4
1196,0.0,11.7,5.6,6.5,sun,0
